429,забывать,A1
430,прекрасно,A1
431,столица,A1
432,больница,A1
433,понятно,A1
434,буква,A1
435,автобус,A1
436,приносить,A1
437,тяжело,A1
438,готовить,A1
439,обед,A1
440,переходить,A1
441,вход,A1
442,сорок,A1
443,водка,A1
444,телевизор,A1
445,мягкий,A1
446,мужской,A1
447,задание,A1
448,билет,A1
449,повторять,A1
450,дядя,A1
451,китай,A1
452,стул,A1
453,светлый,A1
454,кофе,A1
455,американец,A1
456,книжка,A1
457,чтение,A1
458,еда,A1
459,милиция,A1
460,громко,A1
461,водитель,A1
462,субъект,A1
463,осень,A1
464,привет,A1
465,синий,A1
466,кошка,A1
467,важно,A1
468,круглый,A1
469,тепло,A1
470,север,A1
471,умирать,A1
472,покупка,A1
473,погода,A1
474,китайский,A1
475,голубой,A1
476,шутка,A1
477,регистрация,A1
478,перевести,A1
479,музыкальный,A1
480,мясо,A1
481,болеть,A1
482,задавать,A1
483,осторожно,A1
484,бок,A1
485,платье,A1
486,часы,A1
487,масло,A1
488,полиция,A1
489,юг,A1
490,молоко,A1
491,стакан,A1
492,спорт,A1
493,нож,A1
494,суббота,A1
495,пятьдесят,A1
496,сантиметр,A1
497,живот,A1
498,желтый,A1
499,сложно,A1
500,почта,A1
501,заплатить,A1
502,воскресенье,A1
503,пятница,A1
504,продавец,A1
505,преподаватель,A1
506,доска,A1
507,японский,A1
508,ручка,A1
509,верно,A1
510,понедельник,A1
511,гулять,A1
512,девять,A1
513,транспорт,A1
514,актер,A1
515,килограмм,A1
516,экзамен,A1
517,приятно,A1
518,сумка,A1
519,сигарета,A1
520,бегать,A1
521,петербург,A1
522,спортивный,A1
523,больно,A1
524,твердый,A1
525,пятнадцать,A1
526,марка,A1
527,метро,A1
528,очки,A1
529,полицейский,A1
530,длина,A1
531,дружба,A1
532,ужин,A1
533,перемена,A1
534,мобильный,A1
535,непонятный,A1
536,диван,A1
537,пассажир,A1
538,закрывать,A1
539,италия,A1
540,приглашать,A1
541,яйцо,A1
542,британский,A1
543,туалет,A1
544,остановка,A1
545,дорого,A1
546,близко,A1
547,диалог,A1
548,карточка,A1
549,француз,A1
550,англичанин,A1
551,дешевый,A1
552,полчаса,A1
553,полка,A1
554,паспорт,A1
555,лекарство,A1
556,объявление,A1
557,отдыхать,A1
558,украинский,A1
559,тест,A1
560,двенадцать,A1
561,холод,A1
562,шкаф,A1
563,четверг,A1
564,вторник,A1
565,литр,A1
566,учебник,A1
567,розовый,A1
568,танцевать,A1
569,произносить,A1
570,рубашка,A1
571,итальянский,A1
572,завтрак,A1
573,турист,A1
574,иностранец,A1
575,музыкант,A1
576,яблоко,A1
577,сапог,A1
578,азия,A1
579,аэропорт,A1
580,польский,A1
581,подпись,A1
582,напиток,A1
583,неправильный,A1
584,краткий,A1
585,пожар,A1
586,головной,A1
587,пожилой,A1
588,дедушка,A1
589,сахар,A1
590,мебель,A1
591,чашка,A1
592,артист,A1
593,сладкий,A1
594,фото,A1
595,молодец,A1
596,тарелка,A1
597,сок,A1
598,громкий,A1
599,класть,A1
600,электрический,A1
601,словарь,A1
602,блюдо,A1
603,посол,A1
604,мука,A1
605,лампа,A1
606,ошибаться,A1
607,африка,A1
608,красиво,A1
609,белорусский,A1
610,голодный,A1
611,одеяло,A1
612,подушка,A1
613,нормально,A1
614,внук,A1
615,книжный,A1
616,плавать,A1
617,перерыв,A1
618,верх,A1
619,поздравлять,A1
620,бассейн,A1
621,милиционер,A1
622,дешево,A1
623,куртка,A1
624,евро,A1
625,двести,A1
626,ботинок,A1
627,холодильник,A1
628,копейка,A1
629,чемодан,A1
630,виза,A1
631,плита,A1
632,проход,A1
633,столовая,A1
634,переводчик,A1
635,грамм,A1
636,печь,A1
637,такси,A1
638,соль,A1
639,брюки,A1
640,китаец,A1
641,засыпать,A1
642,видео,A1
643,футбол,A1
644,посторонний,A1
645,курица,A1
646,ложка,A1
647,полгода,A1
648,мыть,A1
649,шапка,A1
650,посуда,A1
651,ванная,A1
652,проспект,A1
653,темно,A1
654,японец,A1
655,ломать,A1
656,пальто,A1
657,арабский,A1
658,велосипед,A1
659,картошка,A1
660,вкусный,A1
661,шестьдесят,A1
662,штраф,A1
663,испанский,A1
664,прошедший,A1
665,обувь,A1
666,сыр,A1
667,национальность,A1
668,фрукт,A1
669,открыто,A1
670,дарить,A1
671,юбка,A1
672,ванна,A1
673,лук,A1
674,белоруссия,A1
675,кружка,A1
676,сдача,A1
677,кончаться,A1
678,пиджак,A1
679,сотовый,A1
680,чемпион,A1
681,носок,A1
682,мяч,A1
683,конверт,A1
684,карандаш,A1
685,индекс,A1
686,кинотеатр,A1
687,учительница,A1
688,себе,A1
689,коньяк,A1
690,касса,A1
691,поесть,A1
692,спортсмен,A1
693,медленный,A1
694,оранжевый,A1
695,одиннадцать,A1
696,госпожа,A1
697,мыло,A1
698,финский,A1
699,триста,A1
700,суп,A1
701,общежитие,A1
702,соседка,A1
703,мышка,A1
704,овощ,A1
705,пожарный,A1
706,переулок,A1
707,одеваться,A1
708,трамвай,A1
709,мед,A1
710,женатый,A1
711,заполнять,A1
712,актриса,A1
713,грек,A1
714,коричневый,A1
715,тротуар,A1
716,поляк,A1
717,вежливо,A1
718,чайник,A1
719,душ,A1
720,невысокий,A1
721,усталый,A1
722,индийский,A1
723,перчатка,A1
724,колбаса,A1
725,семьдесят,A1
726,непростой,A1
727,полотенце,A1
728,араб,A1
729,анкета,A1
730,выезд,A1
731,конфета,A1
732,жарко,A1
733,джинсы,A1
734,салат,A1
735,электричество,A1
736,пирог,A1
737,певец,A1
738,тетрадь,A1
739,олимпиада,A1
740,вдова,A1
741,европеец,A1
742,восемьдесят,A1
743,аптека,A1
744,девяносто,A1
745,пятьсот,A1
746,капуста,A1
747,обедать,A1
748,трусы,A1
749,спичка,A1
750,предлог,A1
751,воровать,A1
752,мотоцикл,A1
753,ноль,A1
754,пульт,A1
755,чайный,A1
756,мороженое,A1
757,вежливый,A1
758,огурец,A1
759,настоящее,A1
760,глагол,A1
761,открытка,A1
762,орех,A1
763,балет,A1
764,подписывать,A1
765,стоп,A1
766,шестнадцать,A1
767,вилка,A1
768,раковина,A1
769,шоколад,A1
770,африканский,A1
771,восемнадцать,A1
772,бутерброд,A1
773,четырнадцать,A1
774,студентка,A1
775,мобильник,A1
776,зубной,A1
777,тост,A1
778,соленый,A1
779,внучка,A1
780,голландский,A1
781,растительный,A1
782,картофель,A1
783,семнадцать,A1
784,азиатский,A1
785,украинец,A1
786,супермаркет,A1
787,слог,A1
788,финн,A1
789,торт,A1
790,въезд,A1
791,тринадцать,A1
792,троллейбус,A1
793,певица,A1
794,помидор,A1
795,свитер,A1
796,замужем,A1
797,низ,A1
798,фиолетовый,A1
799,светло,A1
800,перец,A1
801,некрасивый,A1
802,пешеход,A1
803,банан,A1
804,продавщица,A1
805,алфавит,A1
806,испанец,A1
807,ужинать,A1
808,запрещаться,A1
809,нехорошо,A1
810,запоминать,A1
811,раздеваться,A1
812,пирожок,A1
813,виноград,A1
814,лимон,A1
815,наизусть,A1
816,груша,A1
817,рис,A1
818,виски,A1
819,адресат,A1
820,здороваться,A1
821,апельсин,A1
822,аллергия,A1
823,светофор,A1
824,теннис,A1
825,завтракать,A1
826,консульство,A1
827,выключать,A1
828,консул,A1
829,четыреста,A1
830,прокладка,A1
831,гражданка,A1
832,сливки,A1
833,запятая,A1
834,ударение,A1
835,им,A1
836,девятнадцать,A1
837,сосиска,A1
838,хоккей,A1
839,макароны,A1
840,морковь,A1
841,пирожное,A1
842,азбука,A1
843,кассир,A1
844,эскалатор,A1
845,чеснок,A1
846,йогурт,A1
847,пицца,A1
848,пешеходный,A1
849,выключатель,A1
850,гель,A1
851,шестьсот,A1
852,сметана,A1
853,баскетбол,A1
854,отправитель,A1
855,умываться,A1
856,шампунь,A1
857,девятьсот,A1
858,пижама,A1
859,лифчик,A1
860,бриться,A1
861,падеж,A1
862,свинина,A1
863,гласный,A1
864,немка,A1
865,вопросительный,A1
866,местоимение,A1
867,кило,A1
868,семьсот,A1
869,волейбол,A1
870,восемьсот,A1
871,транскрипция,A1
872,ту,A1
873,восклицательный,A1
874,банкомат,A1
875,та,A1
876,полька,A1
877,иностранка,A1
878,вдовец,A1
879,км,A1
880,эта,A1
881,полкило,A1
882,кг,A1
883,тебе,A1
884,ей,A1
885,именительный,A1
886,выучивать,A1
887,нас,A1
888,те,A1
889,разведенный,A1
890,мне,A1
891,кока-кола,A1
892,закрыто,A1
893,пепси-кола,A1
894,люди,A1
895,дети,A1
896,беларусь,A1
897,извините,A1
898,переводить,A1
899,туфли,A1
900,эти,A1
901,с,A2
902,по,A2
903,но,A2
904,который,A2
905,свой,A2
906,весь,A2
907,за,A2
908,о,A2
909,если,A2
910,бы,A2
911,еще,A2
912,уже,A2
913,до,A2
914,чтобы,A2
915,самый,A2
916,при,A2
917,первый,A2
918,ни,A2
919,сам,A2
920,дело,A2
921,после,A2
922,под,A2
923,каждый,A2
924,чем,A2
925,потом,A2
926,через,A2
927,мир,A2
928,теперь,A2
929,несколько,A2
930,случай,A2
931,сторона,A2
932,тоже,A2
933,тогда,A2
934,об,A2
935,сила,A2
936,последний,A2
937,всегда,A2
938,вид,A2
939,между,A2
940,конечно,A2
941,второй,A2
942,перед,A2
943,поэтому,A2
944,любой,A2
945,никто,A2
946,считать,A2
947,взять,A2
948,над,A2
949,земля,A2
950,почти,A2
951,путь,A2
952,находиться,A2
953,увидеть,A2
954,никогда,A2
955,бог,A2
956,совсем,A2
957,полный,A2
958,сразу,A2
959,часто,A2
960,начало,A2
961,главный,A2
962,вместе,A2
963,правда,A2
964,помощь,A2
965,разный,A2
966,общий,A2
967,смочь,A2
968,форма,A2
969,мысль,A2
970,дорога,A2
971,любовь,A2
972,становиться,A2
973,посмотреть,A2
974,государство,A2
975,оставаться,A2
976,назад,A2
977,происходить,A2
978,вести,A2
979,тема,A2
980,государственный,A2
981,хотеться,A2
982,центр,A2
983,известный,A2
984,правило,A2
985,лучший,A2
986,точно,A2
987,чувство,A2
988,иногда,A2
989,достаточно,A2
990,труд,A2
991,третий,A2
992,готовый,A2
993,сильный,A2
994,чувствовать,A2
995,пример,A2
996,продолжать,A2
997,подумать,A2
998,речь,A2
999,план,A2
1000,совет,A2
1001,стена,A2
1002,слышать,A2
1003,рядом,A2
1004,оба,A2
1005,около,A2
1006,современный,A2
1007,наука,A2
1008,сообщение,A2
1009,немного,A2
1010,газета,A2
1011,интересный,A2
1012,поставить,A2
1013,роль,A2
1014,рано,A2
1015,давно,A2
1016,привести,A2
1017,президент,A2
1018,искать,A2
1019,правительство,A2
1020,прямо,A2
1021,член,A2
1022,миллион,A2
1023,небольшой,A2
1024,культура,A2
1025,провести,A2
1026,проходить,A2
1027,единственный,A2
1028,сайт,A2
1029,образование,A2
1030,зачем,A2
1031,наверное,A2
1032,желание,A2
1033,чуть,A2
1034,очередь,A2
1035,район,A2
1036,верить,A2
1037,небо,A2
1038,направление,A2
1039,туда,A2
1040,встреча,A2
1041,шаг,A2
1042,добрый,A2
1043,сначала,A2
1044,воздух,A2
1045,обычный,A2
1046,держать,A2
1047,похожий,A2
1048,море,A2
1049,природа,A2
1050,больший,A2
1051,домой,A2
1052,свобода,A2
1053,продукт,A2
1054,предмет,A2
1055,характер,A2
1056,размер,A2
1057,средний,A2
1058,показывать,A2
1059,союз,A2
1060,лес,A2
1061,журнал,A2
1062,предлагать,A2
1063,искусство,A2
1064,парень,A2
1065,лучше,A2
1066,ум,A2
1067,выбор,A2
1068,река,A2
1069,нормальный,A2
1070,картина,A2
1071,сильно,A2
1072,граница,A2
1073,половина,A2
1074,огонь,A2
1075,дерево,A2
1076,детский,A2
1077,желать,A2
1078,широкий,A2
1079,прекрасный,A2
1080,будущее,A2
1081,литература,A2
1082,зал,A2
1083,услышать,A2
1084,разве,A2
1085,счастье,A2
1086,ветер,A2
1087,курс,A2
1088,бывший,A2
1089,чистый,A2
1090,специальный,A2
1091,потерять,A2
1092,враг,A2
1093,вызывать,A2
1094,рассказ,A2
1095,однажды,A2
1096,представление,A2
1097,поехать,A2
1098,долгий,A2
1099,угол,A2
1100,скорость,A2
1101,подходить,A2
1102,видно,A2
1103,новость,A2
1104,список,A2
1105,обязательно,A2
1106,примерно,A2
1107,ученый,A2
1108,объем,A2
1109,вперед,A2
1110,писатель,A2
1111,звезда,A2
1112,получаться,A2
1113,старший,A2
1114,внутри,A2
1115,здоровье,A2
1116,расти,A2
1117,читатель,A2
1118,встречаться,A2
1119,счастливый,A2
1120,кажется,A2
1121,техника,A2
1122,подготовка,A2
1123,легкий,A2
1124,сожаление,A2
1125,городской,A2
1126,недавно,A2
1127,клуб,A2
1128,выражение,A2
1129,платить,A2
1130,спокойно,A2
1131,театр,A2
1132,рф,A2
1133,отличаться,A2
1134,кричать,A2
1135,цветок,A2
1136,носить,A2
1137,болезнь,A2
1138,обучение,A2
1139,запись,A2
1140,упасть,A2
1141,вниз,A2
1142,выборы,A2
1143,реклама,A2
1144,животное,A2
1145,чего,A2
1146,передача,A2
1147,фраза,A2
1148,находить,A2
1149,капитан,A2
1150,профессор,A2
1151,полезный,A2
1152,слабый,A2
1153,лист,A2
1154,бить,A2
1155,высота,A2
1156,звонить,A2
1157,ясно,A2
1158,молчать,A2
1159,остров,A2
1160,приятный,A2
1161,сад,A2
1162,детство,A2
1163,тонкий,A2
1164,смеяться,A2
1165,яркий,A2
1166,слеза,A2
1167,верный,A2
1168,поезд,A2
1169,официальный,A2
1170,польза,A2
1171,обратно,A2
1172,мешать,A2
1173,настроение,A2
1174,птица,A2
1175,вверх,A2
1176,музей,A2
1177,улыбка,A2
1178,стихи,A2
1179,домашний,A2
1180,активный,A2
1181,электронный,A2
1182,морской,A2
1183,отсюда,A2
1184,улыбаться,A2
1185,поздно,A2
1186,звучать,A2
1187,редко,A2
1188,разговаривать,A2
1189,плакать,A2
1190,опасность,A2
1191,полет,A2
1192,строить,A2
1193,лететь,A2
1194,лошадь,A2
1195,коридор,A2
1196,исключение,A2
1197,конкурс,A2
1198,ночной,A2
1199,глубоко,A2
1200,садиться,A2
1201,напротив,A2
1202,обращение,A2
1203,тихий,A2
1204,менять,A2
1205,чей,A2
1206,научиться,A2
1207,медицинский,A2
1208,середина,A2
1209,запах,A2
1210,ездить,A2
1211,терять,A2
1212,выставка,A2
1213,учебный,A2
1214,вес,A2
1215,просьба,A2
1216,радио,A2
1217,вкус,A2
1218,миллиард,A2
1219,подниматься,A2
1220,поступать,A2
1221,нижний,A2
1222,газ,A2
1223,четвертый,A2
1224,крыша,A2
1225,звонок,A2
1226,уважаемый,A2
1227,честно,A2
1228,стекло,A2
1229,гореть,A2
1230,встречать,A2
1231,свежий,A2
1232,впереди,A2
1233,семейный,A2
1234,трава,A2
1235,ящик,A2
1236,сказка,A2
1237,расстояние,A2
1238,зло,A2
1239,цифра,A2
1240,веселый,A2
1241,диск,A2
1242,удобный,A2
1243,лестница,A2
1244,продавать,A2
1245,кусок,A2
1246,постель,A2
1247,верхний,A2
1248,вставать,A2
1249,малыш,A2
1250,смех,A2
1251,узкий,A2
1252,оттуда,A2
1253,мост,A2
1254,поездка,A2
1255,компьютерный,A2
1256,тишина,A2
1257,далекий,A2
1258,покупатель,A2
1259,зарплата,A2
1260,зритель,A2
1261,пакет,A2
1262,мечтать,A2
1263,странно,A2
1264,ресторан,A2
1265,плата,A2
1266,раньше,A2
1267,луна,A2
1268,приезжать,A2
1269,отдавать,A2
1270,проверка,A2
1271,зеркало,A2
1272,обратный,A2
1273,строка,A2
1274,чисто,A2
1275,плюс,A2
1276,толстый,A2
1277,пятый,A2
1278,висеть,A2
1279,отличный,A2
1280,соседний,A2
1281,младший,A2
1282,концерт,A2
1283,окончание,A2
1284,везде,A2
1285,несчастный,A2
1286,парк,A2
1287,полтора,A2
1288,поднимать,A2
1289,глупый,A2
1290,представляться,A2
1291,задний,A2
1292,добро,A2
1293,объяснение,A2
1294,путешествие,A2
1295,честный,A2
1296,кот,A2
1297,бросать,A2
1298,температура,A2
1299,отдых,A2
1300,летать,A2
1301,костюм,A2
1302,сухой,A2
1303,вагон,A2
1304,продолжение,A2
1305,штука,A2
1306,картинка,A2
1307,деревянный,A2
1308,образец,A2
1309,профессия,A2
1310,из-под,A2
1311,школьный,A2
1312,гостиница,A2
1313,сверху,A2
1314,телефонный,A2
1315,грязный,A2
1316,кольцо,A2
1317,подождать,A2
1318,одинаковый,A2
1319,курить,A2
1320,дышать,A2
1321,привычка,A2
1322,хвост,A2
1323,тянуть,A2
1324,случаться,A2
1325,облако,A2
1326,памятник,A2
1327,офис,A2
1328,отель,A2
1329,строго,A2
1330,кнопка,A2
1331,неприятный,A2
1332,океан,A2
1333,останавливаться,A2
1334,летний,A2
1335,лекция,A2
1336,посылать,A2
1337,смешной,A2
1338,ненавидеть,A2
1339,колесо,A2
1340,крест,A2
1341,отлично,A2
1342,зверь,A2
1343,поворот,A2
1344,упражнение,A2
1345,приближаться,A2
1346,кормить,A2
1347,лед,A2
1348,жениться,A2
1349,грязь,A2
1350,потолок,A2
1351,аудитория,A2
1352,отпуск,A2
1353,внизу,A2
1354,прочесть,A2
1355,проверять,A2
1356,бесплатный,A2
1357,горло,A2
1358,научить,A2
1359,тратить,A2
1360,съесть,A2
1361,подросток,A2
1362,уважать,A2
1363,выходной,A2
1364,замуж,A2
1365,весело,A2
1366,пробовать,A2
1367,мороз,A2
1368,шар,A2
1369,вокзал,A2
1370,открываться,A2
1371,сзади,A2
1372,инструкция,A2
1373,кафе,A2
1374,советовать,A2
1375,незнакомый,A2
1376,мокрый,A2
1377,доходить,A2
1378,голод,A2
1379,зимний,A2
1380,жалко,A2
1381,нигде,A2
1382,неплохо,A2
1383,высоко,A2
1384,выше,A2
1385,благодарить,A2
1386,соревнование,A2
1387,роза,A2
1388,ниже,A2
1389,мода,A2
1390,стенка,A2
1391,узнавать,A2
1392,слева,A2
1393,пояс,A2
1394,торопиться,A2
1395,мелочь,A2
1396,справа,A2
1397,вовремя,A2
1398,кусочек,A2
1399,неплохой,A2
1400,корова,A2
1401,ложиться,A2
1402,письменный,A2
1403,кремль,A2
1404,передний,A2
1405,шестой,A2
1406,блин,A2
1407,наверх,A2
1408,внутрь,A2
1409,справка,A2
1410,ветка,A2
1411,почтовый,A2
1412,каталог,A2
1413,целовать,A2
1414,испугаться,A2
1415,течь,A2
1416,немножко,A2
1417,градус,A2
1418,сломать,A2
1419,медицина,A2
1420,россиянин,A2
1421,плыть,A2
1422,вредный,A2
1423,тетя,A2
1424,прыгать,A2
1425,школьник,A2
1426,юмор,A2
1427,спальня,A2
1428,нарисовать,A2
1429,поцеловать,A2
1430,утренний,A2
1431,совершенный,A2
1432,цветной,A2
1433,ничего,A2
1434,лифт,A2
1435,седьмой,A2
1436,батарея,A2
1437,рассвет,A2
1438,недалеко,A2
1439,модный,A2
1440,железнодорожный,A2
1441,водить,A2
1442,записывать,A2
1443,лечить,A2
1444,москвич,A2
1445,валюта,A2
1446,белье,A2
1447,отправлять,A2
1448,вчерашний,A2
1449,шутить,A2
1450,приглашение,A2
1451,вслух,A2
1452,посольство,A2
1453,пачка,A2
1454,увеличиваться,A2
1455,засмеяться,A2
1456,просыпаться,A2
1457,трудиться,A2
1458,грустный,A2
1459,стучать,A2
1460,ковер,A2
1461,по-другому,A2
1462,монета,A2
1463,слышно,A2
1464,увеличивать,A2
1465,загадка,A2
1466,минус,A2
1467,отходить,A2
1468,проехать,A2
1469,смешно,A2
1470,автомобильный,A2
1471,мусор,A2
1472,худой,A2
1473,полюбить,A2
1474,чуть-чуть,A2
1475,гостиная,A2
1476,балкон,A2
1477,поцелуй,A2
1478,прощение,A2
1479,чемпионат,A2
1480,пот,A2
1481,стрелка,A2
1482,заканчивать,A2
1483,полдень,A2
1484,авария,A2
1485,строчка,A2
1486,крышка,A2
1487,заболеть,A2
1488,меню,A2
1489,таблетка,A2
1490,языковой,A2
1491,акцент,A2
1492,замолчать,A2
1493,халат,A2
1494,снизу,A2
1495,весенний,A2
1496,делить,A2
1497,жара,A2
1498,разбудить,A2
1499,пешком,A2
1500,наружу,A2
1501,бензин,A2
1502,неверный,A2
1503,восьмой,A2
1504,праздничный,A2
1505,гриб,A2
1506,ступенька,A2
1507,балл,A2
1508,худший,A2
1509,разрешать,A2
1510,воспитывать,A2
1511,вдвоем,A2
1512,биография,A2
1513,рюкзак,A2
1514,ноутбук,A2
1515,ежедневный,A2
1516,тв,A2
1517,пароль,A2
